episode,reward
192,0.00265
9792,0.8073
19392,0.93135
28992,0.9958
38592,0.92175
48192,0.91725
57792,0.881
67392,0.92155
76992,0.91215
86592,0.90015
96192,0.92165
105792,0.9323
115392,0.9543
124992,0.86825
134592,0.92005
144192,0.96575
153792,0.93865
163392,0.9631
172992,0.89315
182592,0.91885
