episode,reward
192,-0.0097
9792,0.77555
19392,0.786
28992,0.8002
38592,0.8843
48192,0.8759
57792,0.80385
67392,0.82365
76992,0.7555
86592,0.8197
96192,0.8305
105792,0.83905
115392,0.8277
124992,0.80865
134592,0.8351
144192,0.8692
153792,0.7804
163392,0.8316
172992,0.7937
182592,0.7885
