episode,reward
192,-0.02
9792,0.4308
19392,0.60965
28992,0.6012
38592,0.6555
48192,0.63985
57792,0.7032
67392,0.70655
76992,0.74395
86592,0.74575
96192,0.743
105792,0.7572
115392,0.7517
124992,0.7467
134592,0.7667
144192,0.7898
153792,0.75275
163392,0.77625
172992,0.7815
182592,0.7955
