episode,reward
1920,-0.034
97920,-0.50775
193920,-0.50035
289920,-0.4957
385920,-0.49175
481920,-0.4916
577920,-0.504
673920,-0.4979
769920,-0.50605
865920,-0.50275
961920,-0.49995
1057920,-0.4953
1153920,-0.5042
1249920,-0.4989
1345920,-0.5004
1441920,-0.5011
1537920,-0.496
1633920,-0.49775
1729920,-0.49775
1825920,-0.5024
