episode,reward
2,-0.014
112,-0.0246
223,-0.09775
341,-0.10475
446,-0.1505
534,-0.2557
626,-0.22775
712,-0.3097
792,-0.3868
866,-0.405
935,-0.41525
1000,-0.4591
1064,-0.47815
1123,-0.481
1188,-0.47685
1241,-0.4915
1297,-0.4891
1358,-0.48945
1413,-0.48585
1465,-0.50025
